LicenseID,SurveyID,PatientCarePrimaryZipCode,PatientCarePrimaryCountyCode,PatientCareSecondaryZipCode,PatientCareSecondaryCountyCode,TelemedicinePrimaryZipCode,TelemedicinePrimaryCountyCode,TelemedicineSecondaryZipCode,TelemedicineSecondaryCountyCode
760159,1003971,92648,30,,,92648,30,,
5997863,1003972,47274,59,,,47274,59,,
2133959,1003973,92506,33,,,,,,
519106,1003974,94301,,,,94301,,,
1167452,1003975,92335,36,,,92335,36,,
1221080,1003976,92270,33,,,92270,33,,
1165143,1003977,91362,,,,91362,,,
5619846,1003978,94538,,,,94538,,,
1380237,1003979,90008,19,90008,19,90034,19,90034,19
1638052,1003980,92618,30,,,,,,
1711608,1003981,94070,41,94022,43,,,,
2043501,1003982,94952,49,,,,,,
2088293,1003983,99202,59,,,,,,
1481585,1003984,66047,,,,66047,,,
356110,1003985,91606,19,90004,19,91606,19,90004,19
1025894,1003986,91706,19,,,,,,
1481112,1003987,32610,,,,32610,,,
1906975,1003989,03867,59,,,03867,59,,
5972753,1003990,20036,,,,20036,,,
5529559,1003991,,,,,96001,45,,
2788096,1003992,92405,36,,,92405,36,,
2185713,1003993,91101,19,,,91101,19,,
2138327,1003994,29369,,,,,,,
2048327,1003995,78704,59,,,78704,59,,
1359812,1003996,02115,59,,,02115,59,,
5302051,1003997,92708,30,,,,,,
806368,1003998,90027,19,,,90027,19,,
1259370,1004000,95823,,,,,,,
2724302,1004002,95616,57,,,95616,57,,
2184210,1004003,95066,44,,,95062,44,,
2241470,1004005,95403,49,,,,,,
2797109,1004006,95688,48,,,,,,
1542324,1004008,92843,30,,,,,,
938670,1004009,93701,10,93701,10,,,,
379789,1004010,92806,30,,,,,,
1225469,1004011,93901,,,,,,,
2185583,1004012,97420,59,,,,,,
1026137,1004013,93004,56,,,93004,56,,
5600237,1004015,,43,,,,,,
2049998,1004016,90048,19,,,90048,19,,
939198,1004017,92128,37,92584,33,,,92584,33
453238,1004018,92019,37,,,,,,
2845435,1004019,92134,37,,,92134,37,,
5587619,1004020,95819,34,,,,,,
1168213,1004021,78006,,,,78006,,,
2779333,1004022,90266,19,90403,19,90266,19,90403,19
1389694,1004023,77025,,,,,,,
1480650,1004024,47807,59,,,47807,59,,
1712016,1004025,93730,10,,,,,,
5118633,1004026,,,,,,,,
1769811,1004027,90048,19,,,,,,
2185720,1004029,93906,27,,,93906,27,,
5535647,1004030,,,,,,,,
1168082,1004031,90602,19,,,90602,19,,
1480784,1004032,94115,38,,,94066,41,,
1439000,1004034,68601,,,,68601,,,
1381548,1004035,93065,56,91360,56,93065,56,91360,56
2136089,1004036,98055,,,,98119,,,
939017,1004037,,,,,,,,
5084197,1004038,94040,43,,,94040,43,,
2886846,1004039,92708,30,,,92708,30,,
1543528,1004040,90025,19,,,90025,19,,
2823135,1004041,49048,,,,,,,
5135458,1004042,67401,59,,,,,,
1638053,1004043,,,,,,,,
971484,1004044,91801,19,91801,19,91801,19,91801,19
5572070,1004045,92037,37,,,,,,
5577589,1004046,94964,21,,,,,,
5103984,1004047,92705,,,,,,,
2835149,1004049,98201,,,,,,,
1168336,1004050,93065,56,9132,19,93065,56,,
5629214,1004051,91910,37,,,91910,37,,
2812238,1004052,90095,19,,,,,,
893618,1004053,90706,19,90262,19,90706,19,90262,19
1431411,1004054,94112,38,94110,38,94112,38,94110,38
1769477,1004055,39520,,39564,,39564,,39520,
2240553,1004056,92134,37,,,,,,
804839,1004057,90815,19,90503,19,90815,22,90503,19
5116235,1004058,94115,38,,,94115,38,,
1900363,1004060,,,,,,,,
2240582,1004061,92243,,,,92029,,,
1433203,1004063,91767,19,,,91767,19,,
2089932,1004064,95825,34,95825,34,95825,34,95825,34
1675113,1004065,92660,30,,,,,,
510507,1004066,94118,,,,,,,
1166771,1004067,95119,43,,,95119,43,,
5505209,1004068,32233,59,90048,19,,,,
2133929,1004069,,,,,,,,
2130008,1004070,92283,13,,,92283,13,,
5322475,1004071,90048,19,90048,19,90048,19,90048,19
1544134,1004072,91913,37,,,91913,37,,
1161888,1004073,63104,,,,63104,,,
1381201,1004075,77030,,,,77030,,,
1769748,1004076,92064,37,,,92064,37,,
2130019,1004077,95110,43,,,95110,43,,
1715425,1004078,89128,,,,89128,,,
5561362,1004079,84108,59,,,,,,
1990380,1004080,,,,,,,,
5190803,1004081,50314,59,,,50314,59,,
5272412,1004082,,,,,,,,
1168712,1004084,95825,34,,,95825,34,,
1163415,1004085,95758,,,,95758,,,
5561273,1004086,90249,19,,,90814,19,,
1311973,1004087,75230,,,,,,,
6042930,1004088,99224,59,,,,,,
5593245,1004089,93534,19,91354,19,93534,19,91354,19
2879705,1004090,89521,59,,,89521,59,,
5305014,1004091,92868,30,,,,,,
1711598,1004092,75024,59,,,,,,
1675160,1004093,94589,48,94564,7,,,,
2088426,1004094,,,,,,,,
1863771,1004095,,,,,,,,
5539328,1004096,58103,59,,,,,,
5611413,1004097,94596,7,94531,7,,,,
897275,1004098,93215,15,,,93215,15,,
5164900,1004099,95014,43,,,95014,43,,
5364319,1004101,95661,,,,95661,,,
1677818,1004102,95304,43,95124,43,,,,
1541890,1004106,94301,43,94070,41,94065,41,94065,41
5632520,1004107,92868,30,92868,30,,,,
1484526,1004108,95655,34,,,95655,34,,
5546291,1004109,90095,19,,,,,,
896536,1004110,,,,,,,,
2241951,1004111,91790,19,,,91790,19,,
1481124,1004112,93309,,,,93309,,,
1711789,1004116,,,,,94556,7,,
5565784,1004117,94121,38,,,,,,
1863234,1004119,90274,19,,,90274,19,,
1544108,1004120,07112,59,,,,,,
1543097,1004121,94063,41,,,,,,
2185536,1004122,98038,,98038,,98038,,98038,
2130934,1004123,92311,,,,92311,,,
1481024,1004125,92120,37,,,,,,
1388950,1004126,95051,43,,,95051,43,,
1678220,1004127,92009,37,,,92009,37,,
1166975,1004129,91342,19,,,,,,
2843415,1004130,93720,10,,,,,,
1430320,1004131,91405,19,,,90046,19,,
893520,1004132,92307,36,91767,19,,,,
1259771,1004133,92260,33,,,,,,
719320,1004134,91105,19,,,91105,19,,
5606671,1004135,92395,36,,,92395,36,,
1432037,1004136,90509,19,90602,19,,,,
935077,1004137,,,,,,,,
5239545,1004138,94158,38,,,,,,
1225176,1004140,18810,,,,18810,,,
2835617,1004141,,,,,,,,
2891567,1004142,20895,,,,20895,,,
1583357,1004143,92806,30,,,92806,30,,
2899625,1004144,79916,59,,,,,,
896812,1004145,91711,19,,,91711,19,,
1714036,1004146,,,,,,,,
5290750,1004147,90027,19,90034,19,90027,19,90034,19
972812,1004148,,,,,92563,33,,
5972587,1004149,23220,,,,,,,
631998,1004150,95817,34,,,95817,34,,
5226256,1004151,,,,,,,,
1164219,1004153,93720,10,,,93720,10,,
1769623,1004154,94010,41,,,,,,
1904864,1004155,92083,37,,,92130,37,,
1677534,1004156,93611,10,,,,,,
1350046,1004157,92886,30,,,,,,
1221956,1004158,91355,19,90095,19,91355,19,,
5033434,1004159,93465,40,93401,40,,,,
718952,1004160,92754,36,,,92354,36,,
855072,1004161,93301,15,,,93301,15,,
2827777,1004162,90095,19,,,,,,
2046285,1004164,79930,,,,79930,,,
1710403,1004165,90027,19,90022,19,90027,19,90022,19
1674391,1004166,37221,59,,,,,,
1674410,1004167,93105,42,,,,,,
1312809,1004168,97209,,,,97209,,,
2817532,1004169,92104,37,,,92104,37,,
5545733,1004170,95203,39,,,,,,
2130293,1004171,93465,40,93401,40,,,,
1312285,1004172,92037,37,,,,,,
5068647,1004173,90262,19,90262,19,,,,
1769555,1004174,,27,,1,,,,
5062794,1004176,95608,34,,,,,,
1167992,1004177,,,,,,,,
1223164,1004178,92626,30,,,,,,
5632332,1004179,,,,,,,,
1480627,1004180,78746,,,,78746,,,
5594597,1004181,93003,56,,,,,,
2189381,1004183,,,,,,,,
890444,1004184,95655,34,,,,,,
1435517,1004185,90710,19,,,90232,19,,
2089546,1004186,91302,19,90210,19,91302,19,90210,19
2836362,1004188,95971,32,,,,,,
1713498,1004189,90048,19,,,91423,19,,
5595765,1004190,,,,,,,,
1385313,1004191,93635,24,,,93635,24,,
939341,1004192,91402,,,,91402,,,
2244235,1004194,92335,36,,,92335,36,,
2926018,1004195,92346,36,,,92346,36,,
2183144,1004196,92037,37,,,92127,37,,
1313085,1004197,95124,43,,,95124,43,,
561884,1004198,,,,,,,,
1993976,1004199,94705,1,,,94705,1,,
2793606,1004200,,,,,,,,
1385424,1004201,90404,19,,,,,90095,19
2043763,1004202,,,,,,,,
1675116,1004203,94143,38,,,94143,38,,
1677362,1004204,92037,37,,,92037,37,,
1162371,1004205,94143,38,,,94143,38,,
2136373,1004206,92691,30,,,92691,30,,
2819778,1004207,90095,19,90404,19,,,,
2185099,1004208,92130,37,,,,,,
1255890,1004209,,,,,80121,,,
5094184,1004211,94062,41,,,,,,
5628661,1004212,94127,38,,,94127,38,,
2767520,1004213,90035,19,,,,,,
899726,1004214,95608,34,95864,34,,,,
396710,1004215,,,,,,,,
5618547,1004216,94110,38,,,,,,
898391,1004217,90017,19,,,90017,19,,
2731174,1004218,84107,59,,,,,,
5620931,1004219,94143,38,,,94143,38,,
631733,1004220,93309,,,,,,,
1678279,1004221,90732,19,,,90732,19,,
5625831,1004224,91942,37,91915,37,91942,37,91915,37
1135908,1004225,90095,19,,,,,,
5587637,1004226,94040,43,,,,,,
359975,1004227,92835,30,,,,,,
396824,1004228,94143,38,,,94143,38,,
1353578,1004229,19125,,,,19125,,,
2044602,1004230,93063,56,,,93063,56,,
510710,1004231,94597,,,,,,,
1311252,1004232,80401,,,,80401,,,
5155240,1004234,,,,,,,,
452025,1004235,90301,19,,,90301,19,,
5600023,1004236,90007,19,,,90007,19,,
5113756,1004237,,,,,,,,
1386437,1004238,92037,37,,,92037,37,,
5576856,1004239,81657,59,90033,19,,,,
6017699,1004240,63110,59,,,,,,
1380962,1004241,90095,19,,,90095,19,,
5177413,1004242,19143,38,,,,,,
5336133,1004243,94115,38,,,94115,38,,
2131918,1004244,90048,19,,,90048,19,,
1439254,1004245,92505,33,92505,33,92505,33,92505,33
1953369,1004246,,,,,,,,
1431084,1004247,92037,37,,,,,,
1255936,1004249,92014,37,,,,,,
2182686,1004250,85718,59,,,,,,
2705976,1004251,94533,48,95687,48,,,,
2832821,1004252,94304,,,,,,,
1225226,1004254,95051,43,,,95051,43,,
2088489,1004255,92505,33,,,,,,
5119652,1004256,,,,,,,,
1710815,1004257,92604,,,,92675,,,
1430551,1004258,91010,19,,,91010,19,,
5327438,1004259,90025,19,,,90025,19,,
1762854,1004260,94538,1,94577,1,94538,1,94577,1
1389615,1004261,,,,,17402,,,
1223060,1004262,92106,37,92284,36,92106,37,,
5584437,1004263,,,,,,,,
1483541,1004264,,,,,,,,
495107,1004265,91011,19,,,,,,
1713592,1004266,90095,19,91302,19,90095,19,91302,19
1711359,1004267,90015,19,,,,,,
455919,1004268,92624,30,,,92624,30,,
1542561,1004269,,,,,,,,
1677834,1004270,,,,,,,,
1098393,1004271,94596,7,,,,,,
1028047,1004273,,,,,,,,
5275397,1004274,90048,19,,,90048,19,,
760914,1004275,94010,41,,,94010,41,,
1904888,1004276,93454,42,,,93454,42,,
2248469,1004277,91202,19,,,91202,19,,
1864959,1004279,,,,,,,,
5580106,1004280,97701,59,,,,,,
2243820,1004281,92618,30,,,92618,30,,
1028043,1004282,,,,,,,,
1677784,1004283,90015,19,,,,,,
5548928,1004284,,,,,,,,
2857243,1004286,90033,19,,,,,,
1226201,1004287,,,,,,,,
2045947,1004288,90027,19,,,90027,19,,
1581063,1004289,92335,36,,,,,,
2048026,1004290,,,,,,,,
5157347,1004291,94304,43,,,,,,
1541286,1004292,94080,41,,,94609,1,,
2133957,1004293,94903,21,,,,,,
934404,1004294,95361,50,,,95361,50,,
5217241,1004295,95062,44,,,95062,44,,
566330,1004296,,,,,,,,
1382129,1004297,92354,36,,,92354,36,,
1767277,1004298,,43,,,,,,
1289832,1004299,90710,,,,90710,,,
5589592,1004300,95817,34,,,95817,34,,
5584081,1004301,92868,30,,,,,,
457049,1004302,93906,27,,,93940,27,,
5081631,1004303,96002,45,96080,52,,,,
1384019,1004304,91010,19,,,91010,19,,
5588083,1004305,94103,38,94103,38,94103,38,94103,38
2833631,1004307,92130,37,,,92130,37,,
686351,1004308,94109,38,,,94109,38,,
970069,1004310,93730,10,,,93730,10,,
1818785,1004311,91105,19,,,,,,
5604116,1004312,92868,,,,92868,,,
710499,1004313,91744,19,91790,19,,,,
1381748,1004314,92335,,,,92886,,,
459484,1004315,92134,37,90230,19,92134,37,90230,19
1380340,1004316,93292,54,,,,,,
2189602,1004317,92868,30,92868,30,,,,
5573575,1004318,91342,19,,,,,,
2887839,1004319,92104,19,,,92104,19,,
2135793,1004320,94904,,,,94904,,,
890559,1004321,91709,36,91767,19,91709,36,91767,19
763777,1004322,93930,27,,,93930,27,,
1995549,1004323,95661,,,,,,,
2836901,1004324,92123,37,,,92131,37,,
1090608,1004325,,,,,,,,
1711184,1004326,95116,43,,,95116,43,,
767435,1004327,91723,19,,,91723,19,,
5177507,1004328,90033,,,,,,,
399032,1004329,90095,19,,,,,,
2183149,1004330,96003,45,96080,52,,,,
1311350,1004331,94104,38,,,94104,38,,
2134700,1004332,92103,37,,,92103,37,,
1382587,1004334,90025,19,,,90025,19,,
1718757,1004335,83815,59,,,,,,
2831665,1004336,92505,33,,,92505,33,,
1677625,1004337,90027,19,,,90027,19,,
2247048,1004338,95240,39,,,,,,
431031,1004339,77573,59,,,,,,
1383773,1004340,92618,30,,,,,,
1995301,1004341,90089,19,,,90089,19,,
1677612,1004342,94611,,,,,,,
1762010,1004343,93637,20,93720,10,,,,
5218822,1004344,,,,,,,,
896644,1004345,95120,43,95037,43,95120,43,,
2881430,1004346,94110,38,,,94110,38,,
1769561,1004347,94143,38,,,,,,
1160062,1004348,95121,43,,,95121,43,,
356663,1004349,93301,15,,,93301,15,,
2089711,1004350,95065,44,,,,,,
5107336,1004351,94123,38,,,,,,
1710042,1004352,94402,41,,,,,,
639537,1004353,94022,43,,,94022,43,,
5584111,1004354,94143,38,,,,,,
5057987,1004355,9040,19,,,,,,
1480528,1004356,95825,34,,,95825,34,,
1025230,1004357,90067,19,,,90067,19,,
937443,1004358,92108,37,,,,,,
2134588,1004359,92691,,,,92691,,,
1430274,1004360,94143,38,,,,,,
5603330,1004361,92037,37,92103,37,,,,
1762891,1004362,92614,30,90301,19,92614,30,90301,19
1713365,1004363,94598,7,,,94598,7,,
606618,1004364,94601,1,94705,1,94601,1,94618,1
2139649,1004365,90265,19,,,90265,19,,
5296822,1004366,94143,38,,,94107,38,,
2875266,1004367,94121,38,,,,,,
1711246,1004368,94577,1,,,94577,1,,
761392,1004369,90048,19,,,,,,
979815,1004370,,19,,,90212,19,,
1381968,1004371,90046,19,,,,,,
1430455,1004372,94143,38,,,94143,38,,
5204013,1004373,96813,59,,,96813,59,,
970682,1004374,94121,38,,,,,,
1710428,1004375,94143,38,,,94143,38,,
5620336,1004376,93721,10,,,,,,
2082320,1004377,94143,38,,,94143,38,,
1995107,1004378,,,,,,,,
1220309,1004379,,,,,,,,
2793159,1004382,92376,36,92877,33,92376,36,92877,33
375598,1004383,92373,36,95661,31,92373,36,,
242588,1004384,,,,,,,,
1678032,1004385,94538,1,94158,38,,,,
1718243,1004386,,,,,,,,
2131178,1004387,94143,38,94110,38,94143,38,94110,38
1053028,1004388,93003,56,,,93003,56,,
475237,1004389,,,,,,,,
1544162,1004390,94110,38,,,94110,38,,
1029148,1004391,90505,19,,,90505,19,,
1167765,1004392,93216,15,,,,,,
5612218,1004393,94040,43,,,94040,43,,
5142514,1004394,90095,19,90095,19,90095,19,90095,19
2081618,1004395,91304,19,,,,,,
399552,1004396,92660,30,,,92660,30,,
2818037,1004397,,,,,,,,
1678263,1004398,95822,34,,,95822,34,,
1026739,1004399,91103,19,91001,19,91103,19,91001,19
542061,1004400,,,,,,,,
1350082,1004401,95521,12,95501,12,,,,
1312318,1004402,90403,,,,90403,,,
5605133,1004403,93611,10,93721,10,,,,
5942112,1004404,,,,,,,,
1434057,1004405,91342,19,,,91342,19,,
859449,1004406,91360,56,93033,56,91360,56,93033,56
1439474,1004407,89145,59,,,89145,59,,
1994988,1004408,,,,,,,,
1223500,1004409,90095,19,,,,,,
1541185,1004410,,,,,,,,
5581506,1004412,90095,,,,90024,,,
5255051,1004414,,,,,,,,
5602004,1004415,95356,50,95356,50,95356,50,95356,50
1162247,1004416,77030,59,,,,,,
2805451,1004417,77030,,,,,,,
472510,1004418,92868,30,,,,,,
1710441,1004419,,,,,,,,
5271685,1004420,92126,,92131,,92126,,92131,
1678214,1004421,90095,19,,,,,,
2045713,1004422,94904,21,,,,,,
5619845,1004423,94609,1,,,94609,1,,
433722,1004424,,,,,,,,
760591,1004425,93003,56,96101,25,,,,
2132173,1004426,93110,42,,,93110,42,,
2816285,1004427,,,,,,,,
1162845,1004428,95356,50,95356,50,95356,50,95356,50
1160573,1004429,92860,33,92376,36,,,92376,36
5601855,1004430,90808,19,,,90808,19,,
163842,1004431,,,,,,,,
2136142,1004433,92562,33,92592,33,92562,33,92592,33
2876094,1004434,94143,38,,,,,,
1257940,1004435,93311,15,,,,,,
5022485,1004437,94143,38,,,,,,
689344,1004438,92675,30,,,92675,30,,
2137317,1004439,90806,19,,,,,,
1161199,1004440,90245,19,,,,,,
567798,1004441,94122,38,,,94122,38,,
2131193,1004442,90242,19,,,90242,19,,
1385025,1004443,92651,30,,,92651,30,,
1541862,1004444,,33,,,,33,,
897717,1004445,91202,19,,,91202,19,,
1953232,1004446,98826,59,89445,59,98370,59,,
1991622,1004447,90033,19,,,91107,19,,
803494,1004448,92503,,,,,,,
2049594,1004449,95966,4,,,95966,4,,
934123,1004450,94303,43,,,94303,43,,
2241939,1004451,91706,19,,,,,,
2049320,1004452,,,,,,,,
2047837,1004453,95111,43,,,95111,43,,
1713705,1004454,92131,37,92592,,,,,
1675308,1004455,94538,1,,,,,,59
1438354,1004456,99204,,92220,,,,,
1711782,1004457,92354,36,92555,33,,,,
5637218,1004458,92324,,,,92324,,,
5056914,1004459,94143,38,,,,,,
1678413,1004460,94010,41,,,,,,
333432,1004461,96001,45,,,,,,
5086369,1004462,,,,,,,,
1711954,1004463,90095,19,,,90095,19,,
5591894,1004464,97306,59,,,97306,59,,
1991750,1004465,94010,41,94133,38,94010,41,94133,38
1813031,1004466,94533,48,,,94533,48,,
1678187,1004467,,,,,,,,
1259806,1004468,,,,,,,,
970944,1004469,93401,40,,,93401,40,,
2830001,1004470,94305,43,,,94305,43,,
6042971,1004471,17112,,,,,,,
5550788,1004472,92868,30,,,,,,
1199623,1004473,91911,37,,,91911,37,,
2134841,1004474,21093,,,,21093,,,
764754,1004475,,,,,,,,
1711961,1004476,92868,30,,,92868,,,
898307,1004477,94010,41,,,94022,43,,
2889231,1004478,95823,34,,,,,,
1430499,1004481,70112,,,,70112,,,
2087011,1004482,94040,43,,,94040,43,,
1384950,1004484,,,,,,,,
395706,1004485,92507,33,,,92507,33,,
2182725,1004486,94305,43,,,94305,43,,
567450,1004487,92780,30,92868,30,92780,30,92868,30
2916653,1004488,92395,36,,,92395,36,,
5531929,1004489,339,59,,,,,,
2182278,1004490,,,,,,,,
1224374,1004492,92335,36,92335,36,92335,36,92335,36
2048293,1004493,,,,,,,,
1769824,1004494,91367,19,,,,,,
1310101,1004495,92835,30,,,92835,30,,
2242433,1004496,90033,19,,,,,,
2131933,1004497,87420,,,,,,,
2845054,1004498,94305,,,,,,,
1199989,1004499,90806,19,,,90806,19,,
5622013,1004500,94305,43,,,94305,43,,
5582915,1004501,91786,36,,,,,,
1762128,1004502,92121,37,92008,37,92121,37,,
760595,1004503,92673,30,,,92673,30,,
5495761,1004504,43606,59,,,,,,
5204486,1004505,,,,,61801,59,61938,59
1483188,1004506,,,,,,,,
1674482,1004507,91356,19,,,90266,19,,
1436665,1004508,,,,,,,,
5591026,1004509,93291,54,,,,,,
1160398,1004510,93311,15,,,93311,15,,
2772981,1004511,93465,40,,,,,,
1677376,1004512,92130,37,,,,,,
2137410,1004513,98686,59,,,,,,
5562493,1004514,97239,,,,,,,
1951461,1004515,96150,9,,,96150,9,,
1259161,1004516,90048,19,90808,19,90048,19,,
1384186,1004518,91107,19,,,,,,
2183153,1004519,94945,21,,,94945,21,,
1713510,1004520,20889,,,,,,,
2131615,1004522,94117,38,,,94117,38,,
2707550,1004523,94305,43,,,94305,43,,
2887875,1004524,93906,27,,,,,,
1710916,1004525,92868,30,92868,30,,,,
5057132,1004526,95128,43,95020,43,,,,
2793153,1004527,85018,59,,,,,,
1195365,1004528,94102,38,,,,,,
2713113,1004529,92879,33,,,92879,33,,
393883,1004530,91403,19,93551,19,91403,19,93551,19
2049612,1004531,92780,30,92870,30,,,,
767296,1004532,94609,1,94608,1,,,94608,1
891953,1004533,94582,7,,,94582,7,,
1483670,1004534,90033,19,,,90033,19,,
1481248,1004535,89169,59,,,89169,59,,
5567911,1004536,90241,19,,,,,,
2131273,1004537,93611,10,93720,10,,,,
1136277,1004538,92121,37,,,92121,37,,
2895917,1004540,94305,43,95054,43,94305,43,,
2080072,1004541,94305,43,,,94305,43,,
2131781,1004543,94305,43,,,94305,43,,
5253672,1004544,,,,,,,,
766164,1004545,93401,40,,,93401,40,,
5282537,1004546,94583,7,94588,1,,,,
5591378,1004547,94114,38,,,,,,
5585894,1004548,90095,19,90405,19,90095,19,90405,19
5182095,1004549,94601,1,94705,1,94601,1,,
1389290,1004550,94143,38,,,94143,38,,
5615171,1004552,94143,38,,,94143,38,,
1677436,1004554,92037,37,92110,37,92037,37,92110,37
1540609,1004555,95616,,,,,,,
5132711,1004556,,,,,,,,
5164521,1004557,23708,59,,,23708,59,,
685237,1004558,95051,43,,,95051,43,,
1168194,1004559,,,,,,,,
1713423,1004560,90033,19,91006,19,,,,
5595391,1004562,92120,37,,,92120,37,,
634462,1004563,91361,56,,,91361,56,,
5159609,1004564,94305,43,,,,,,
857891,1004566,,,,,,,,
1163429,1004567,92553,33,,,92374,36,,
5623648,1004568,90033,19,,,,,,
2765306,1004569,90095,19,,,,,,
892549,1004570,92708,30,,,92708,30,,
1289262,1004571,90073,19,,,,,,
456827,1004572,95678,31,,,95678,31,,
2044370,1004573,,,,,,,,
896815,1004574,94158,38,,,,,,
760146,1004577,92335,36,,,,,,
1255886,1004578,94305,43,,,94305,43,,
2824822,1004579,93301,15,,,,,,
2246711,1004580,95834,34,,,95834,34,,
1713681,1004581,92883,33,,,92883,33,,
5629129,1004582,,,,,,,,
1224675,1004583,,,,,,,,
637172,1004584,94588,1,,,94588,1,,
1138447,1004585,93635,24,,,,,,
5076652,1004586,90033,,,,,,,
2865338,1004587,94109,,,,,,,
2802296,1004588,90027,19,90027,19,90027,19,90027,19
1090204,1004589,91206,19,90033,19,91206,19,,
5567614,1004590,92009,37,,,,,,
1027306,1004591,90710,19,,,,,,
1711447,1004592,92663,30,,,,,,
933628,1004593,,,,,,,,
5424784,1004594,33019,59,,,,,,
1430860,1004595,90095,19,,,,,,
1168737,1004597,94403,41,,,,,,
5505371,1004598,,,,,,,,
2049430,1004599,,,,,,,,
1762994,1004600,,59,,,,,,
1482602,1004601,94040,43,,,94040,43,,
2130239,1004602,90806,19,,,,,,
5591839,1004603,90073,19,,,90025,19,,
2131363,1004604,94608,1,,,94608,1,,
2082323,1004605,93504,15,,,91356,19,,
1164648,1004606,90058,19,90670,19,90058,19,90670,19
5591841,1004607,90025,19,,,90025,19,,
2181578,1004608,94558,28,94558,28,94558,28,94558,28
1160897,1004609,95816,34,,,,,,
1432846,1004610,,,,,,,,
804589,1004611,94706,1,,,94706,1,,
5495754,1004612,92011,,,,92011,,,
5114818,1004613,,,,,,,,
5140894,1004614,95355,50,,,,,,
358459,1004615,90505,19,,,,,,
1431983,1004616,,,,,,,,
1134358,1004617,94520,,94578,,,,,
2183602,1004618,94025,41,,,94025,41,,
899563,1004619,90045,19,,,90045,19,,
5569041,1004620,90033,19,,,90033,19,,
5536892,1004621,90049,19,,,90049,19,,
892047,1004622,90048,19,,,,,,
1865266,1004623,94305,43,,,94305,43,,
5355439,1004624,95202,39,,,95202,39,,
1762007,1004625,12304,59,,,12304,59,,
2245848,1004626,94568,1,94550,1,94568,1,94550,1
892824,1004628,75216,,,,75216,,,
434150,1004629,,,,,,,,
1431747,1004630,90033,19,,,90027,19,,
1718976,1004631,92692,30,,,,,,
2820060,1004632,95356,50,95210,39,,,,
5323718,1004633,94107,,,,94107,,,
939670,1004634,91746,19,,,91746,19,,
890518,1004635,94304,43,,,94304,43,,
933598,1004636,96816,,,,,,,
898151,1004637,94115,38,,,94115,38,,
2829805,1004638,,,,,,,,
2848703,1004639,94111,38,,,,,,
5595356,1004640,,,,,,,,
1136021,1004641,92071,,,,92071,,,
1436632,1004642,92211,33,,,,,,
895349,1004643,90033,19,,,90033,19,,
5119378,1004644,95817,34,,,95817,34,,
1380672,1004645,92354,36,,,,,,
1481520,1004647,94574,49,,,,,,
1678088,1004649,92120,37,,,92120,37,,
2245779,1004650,93105,42,,,,,,
2887843,1004651,91101,,,,,,,
5572636,1004652,53792,59,,,,,,
5380896,1004654,95825,34,,,,,,
5291877,1004655,93311,15,93301,15,,,,
1389330,1004656,90034,19,,,90034,19,,
1289594,1004657,94305,43,,,,,,
1480684,1004658,90509,19,,,90509,19,,
6023077,1004659,76210,,,,,,,
2914422,1004660,92518,33,,,,,,
2181252,1004661,92806,30,,,92806,30,,
803778,1004662,92506,33,90822,19,,,,
680697,1004663,91343,19,,,91343,19,,
1389981,1004664,92335,36,,,,,,
1480647,1004665,90069,19,,,,,,
5208946,1004666,92411,36,92411,36,,,,
2082047,1004667,92037,37,,,92037,37,,
1134288,1004668,90067,19,,,90067,19,,
5175802,1004669,92024,37,,,,,,
1222094,1004670,90073,19,,,90073,19,,
1677617,1004671,91911,37,,,,,,
1311320,1004672,94509,7,,,94509,7,,
1994904,1004673,92121,37,,,92121,37,,
1481416,1004674,91007,19,,,,,,
2245754,1004676,95123,43,,,,,,
1483523,1004677,91711,19,91711,19,91711,19,91711,19
1674465,1004678,92064,37,,,,,,
1818780,1004680,94143,38,0,,0,,0,
2048396,1004681,,,,,,,,
937705,1004682,94598,7,,,94598,7,,
1167132,1004683,,33,,33,,33,,33
2782308,1004684,95652,34,,,95652,34,,
890608,1004685,60031,17,,,60031,17,,
2242437,1004686,66160,,,,,,,
1991346,1004688,92410,36,92354,36,92410,36,92354,36
2184063,1004689,92653,30,,,92653,30,,
2790587,1004690,91505,19,,,91505,19,,
683555,1004691,,,,,,,,
1439749,1004692,94596,7,94596,7,,,,
858118,1004693,93003,56,,,93003,56,,
1160963,1004694,95051,43,,,,,,
896858,1004695,91356,19,91301,19,91356,19,91301,19
2138239,1004696,92708,30,,,,,,
1380421,1004697,92130,37,,,92243,13,,
5362317,1004698,,,,,,,,
1436251,1004699,92357,36,,,,,,
1388854,1004700,94110,38,,,94110,38,,
5621961,1004701,92354,36,,,92354,36,,
2045763,1004702,90277,19,92683,30,90803,19,,
2136000,1004703,95688,57,,,95688,57,,
2797115,1004704,92103,37,,,,,,
2833616,1004705,90280,19,,,90280,19,,
1438558,1004707,94304,43,,,94304,43,,
2045976,1004708,33131,,,,,,,
1435613,1004709,90027,19,,,90027,19,,
1135547,1004710,95355,50,,,,,,
805442,1004711,90401,19,,,90401,19,,
633404,1004712,92128,37,92128,37,,,,
1862634,1004713,,,,,,,,
1710837,1004714,94609,1,,,94609,1,,
2181717,1004715,92335,36,,,,,,
688537,1004716,97213,59,,,,,,
634257,1004717,95317,39,,,,,,
5503148,1004718,90073,19,,,90073,19,,
1382731,1004719,95630,31,,,95630,31,,
